mandarin,wu
下班回去还要洗衬衣，好累呀,下班回去还要汏衬衣，老吃力呃
今晚不睡吗？快结束了吗？,今朝呀到伐困吗？快结束了？
不要怎样，你睡觉吧。,伐要哪能，侬困高伐。
好好睡吧，明天考个好成绩,好叫困觉，明朝考呃好成绩。
算了，不让我看就不看，我也要写日记！,算了，伐让吾看就伐看，吾也要写日记！
老公 这趟车回去能见你么？,老公，搿趟车子回去好碰着侬伐？
你眼睛有问题呢是不是？我说了吗？,侬眼睛是有问题吗？吾讲了吗？
你跑哪里去了想你了,侬跑啥地方去了想侬了
你上班勒？他们给你安排宿舍勒？,侬上班勒？伊拉帮侬安排宿舍勒？
一点也不合格 你只在意你的享受,一点啊伐合格 侬只在乎侬自家享受
恩，晚安了！你也早点休息吧！,嗯，晚安了！侬也早点休息了！
我不是二十岁的小女孩了！,吾伐是二十岁呃小姑娘了！
我觉得很对不起你 很多事都帮不了你,吾觉得老对伐起侬呃，交关事体侪帮伐了侬
一个虫子而已啦。,一个虫而已啦。
重点重点是叫我 我睡觉了，头特别疼,重点重点是叫吾 吾困觉勒，头特别痛
因为你心里不想让我坐做你男朋友而已。,因为侬呃心里伐想让吾做做侬呃男朋友啊。
你在那儿干活咱样？习惯吗？,侬辣埃的块做生活哪能？习惯伐？
电话在说一次,电话里再讲一次
恩 没有啊你要自己想说就说把,嗯，没啊，侬要自家想讲就讲伐。
我跟你老爸，聊会吧。,吾帮侬爷聊特歇。
没事啦，我都不生气啊！,没事体啦，吾侪伐生气啊！
那是你先惹我生气的,还是侬先让惹吾生气呃
没什么吖 我也不想太累了啊！,没啥吖 吾阿伐想忒吃力啦！
你给我发个相片好不好呀,侬给吾发则相片好伐好
老婆 不知道你下班了没,老婆 伐晓得侬下班了没
那你以后就别在和我联系了,葛末侬以后就伐再帮吾联系了
要不你就说 要不你想杂样,要伐侬就讲 要么侬想咋样
谁缠着你就问谁要小费,撒拧缠老侬，侬就问撒拧要小费
晚上好公主 你今天这早睡觉了,呀到好公主 侬今朝困了介早
好了早点睡吧！我爱你！,好了早点困吧！吾爱侬！
你平常没有不舒服啊,侬平常阿有伐适意啊
你在做什么的,侬辣做撒
好呀那你还不休息吗我要唾了老婆,好呃呀葛末侬还伐休息啊吾要困觉了老婆
如果我要不是真心的喜欢你！,要是吾伐是真心呃欢喜侬！
求求你说个话好不！,求求侬讲句闲话好伐！
和不要作错事就好了啊！,和伐要做错特事体就好了！
嗯 亲爱早点休息吧，明天好好考试哦,嗯 亲爱呃早点休息伐，明朝好好叫考试哦
亲爱的前两节还上不,亲爱呃前头两节还上伐
呵呵！傻瓜！我知道！累了就睡吧！,呵呵！戆大！吾晓得呃！吃力了就困伐
我就不害臊 因为我在跟我爱的人说。,吾就伐害臊因为吾勒跟吾爱呃拧讲。
老公，我也爱你！晚安,老公，吾也爱侬！明朝会
要不就是自动关机！,要伐就是自动关机！
也开口说了！,也开口讲勒！
哦，这样啊。没什么啊，你又没和他结婚,哦，搿能噶样子啊。没啥，侬要末帮伊结婚
厄？失眠么那回头买安眠药给你吃好了,呃？失眠嘛葛末回头买安眠药拨侬吃好嘞
忒不想 我想的时候你不,伐想 吾想侬呃辰光侬想伐
我早睡下了,吾老早困下去了
没注意看手机，你查什么岗？,没注意看手机，侬查啥岗？
即然你现在在气头上,即然侬现在辣该气头上
机子有电了啊,机器有电了
我保证不会有第二次,吾保证伐会得有第二趟。
不好意思这么晚打绕您 您睡了吗？,伐好意思介晚打绕侬了，侬困觉了伐？
喂，睡着了？怎么回事么你？郁闷,哎，困着了？哪能回事体啊侬？郁闷
上个礼拜就说培训了,上个礼拜就讲要培训了
不啊 我喜欢,没 吾欢喜
那你为什么不抱着希望去努力呢？,葛末侬为啥伐抱着希望去努力呢？
我能明白你的难处！,吾也能明白侬呃难处！
我们的儿子 感觉好幸福,阿拉呃儿子 感觉老幸福呃
睡着了没？还是在看书呐？,困觉了伐？还是辣该看书呐？
旁边人太多，晚点打给你。,旁边拧太多，晚点打拨侬。
怎么了这么晚不睡觉,哪能葛晚还伐困觉
是不是想我睡不着呀！,是伐是想吾困不着呀！
还是 不对呀 外面也没打雷啊！,还是 伐对呀 外头啊没打雷啊！
晚安，亲爱的，好梦！,晚安啊，亲爱的，好梦！
切 是你把爷给忘了吧！,切 是侬拿伊阿爸忘记了吗
说说你能把老子怎么样,说说看侬好拿吾哪能？
没有 我压根就不想上来,没有，吾压根就伐想上来
老公我爱你 我会梦见你的！,老公吾爱侬 吾会梦到侬呃！
准备咋么哄哈呢？,准备哪能噶哄啊？
我已经很困了 睡了,吾已经老困了，困困了。
不许晕 我家到网吧就几分钟,伐许昏，阿拉屋里到网吧就几分钟
好好你说想找撒样的,好好侬想寻哪能样呃
我家里有我爸呢他在看电视呢,吾屋里向有阿拉爸呢伊勒看电视呢
老婆睡了吗？我睡不着好想你,老婆困觉了伐？吾困伐着老想侬呃
你打电话来我要和你说话,侬打电话来吾要帮侬讲闲话
你们都好吧,那侪好伐
我告诉你这时特别想和你抱在一起睡！,吾告诉侬搿辰光特别想跟侬抱辣一道困
我的头好疼！睡不着！,吾头老痛呃！困伐着！
星期六下午放学，两个小时。,礼拜六下半天放学，两个钟头。
那么清楚你电话问题吧！,介清爽侬电话问题吧！
可能还得一会儿才能回来！,可能还要一歇在能回来！
明天再说晚安！希望你做个好梦,明朝再说夜安！希望侬做只好梦
我又把你吵醒了？,吾又拿侬吵醒啦？
聊啥呀，你不没钱了吗。,聊啥呀，侬伐是没钞票了吗。
你干哈的呢,侬做撒呃喃
我在梨园广场等你,吾辣海梨园广场等侬
我今天真太抓了唉,吾今朝真忒抓了唉
是281封信吧,是两百八十一封信伐。
我说充电你信不信？,吾讲充电侬相信伐？
他来信息了，我说完了。,伊来消息了，吾讲好了。
假如我是我老婆 解释下给我听,假使吾是吾老婆 解释下拨吾听
别给我打电话了。,伐特吾打电话了。
某人元旦前夕买了一大桶好酒放在户外。,某人元旦前夕买了一大桶好酒摆了外头。
呵呵 有没有想找一个,呵呵，有没有想寻一个。
我没那么高智商！,吾没介高呃智商！
啥时间我们比下喝酒！,撒辰光阿拉比一下喝酒！
小心回来不管用了,小心回来，伐敢用了
就像你说的，感到幸福。,就像侬讲呃，感到幸福。
还有一种叫等待的感觉,还有一种叫等待呃感觉
走过了山山水水，脚下,走过了山山水水，脚下
嗯，老公别在说对不起了，你没错！,嗯，老公伐要再讲对伐起了，侬没错！
我什么都不想说我心情不好对不起我爱你,吾撒物事啊伐想讲吾心情伐好对伐起吾爱侬
嘿 再见 不用回了,嘿 再会 伐用回了
呼 老婆啊 真的只有我一个爱人吧,老婆啊 真的只有吾一个爱人对伐
又不吃饭啊减肥吗？,又伐吃饭啊减肥啊？
你今天还要出去玩吗,侬今朝还要出去孛相伐
烦人 那我那么晚到办公室干吗,烦人 那我噶晚到办公室做啥吗
中午她晚上的火车就回去了,中哴上伊呀里向呃火车就回去了
个家对儿女的爱应尽的责任。,个家对儿女呃爱应尽呃责任。
睡不着啊 娟娟！,困伐着呀，娟娟！
别忘了把感冒药吃上,伐要忘记特吃感冒药
睡吧，明天要不就来看我来。,困伐，明朝要伐就来看吾来。
要是来的话提前给我说,要是来呃闲话提前帮吾讲声
是，可以打电话吗？,是，可以打电话伐？
我可一点感觉都没的！,吾再一点感觉啊没呃！
恩刚睡着被候吵醒了,恩刚困醒被候吵醒了
你睡觉了没有？我到家了。,侬困觉了伐？吾到屋里相了。
对于我就不一样了。,对于吾就伐一样了。
妈妈，你什么时候回家？,妈，侬撒辰光回来？
大坏蛋睡觉了没，这两天身体怎么样,大坏蛋侬困觉了伐，搿两天身体哪能
我也想回 呜呜呜呜呜,吾也想回 呜呜呜呜呜
老师复习我都不知道该干什么！,老师复习吾侪伐晓得该组撒！
好样的！说的很理想！我睡了,好样呃！讲了老理想！吾困了
随你怎么想怎么评价吧,随便侬哪能想哪能评价伐
本来稍有好转 现在心里又狠难受叻,本生已经好眼了 搿歇心里相又老难过呃
你想我说些什么呀,侬想吾讲眼撒物事
噢好的那晚安好梦啊,噢好呃葛末晚安好梦啊
看见了回个电话有急事,看到了回个电话有急事体
不要太在意！,伐要忒在意！
我钱多，没处扔了,吾钞票多，没地方用勒
恩我也睡了明天准备想找个房子！,嗯，吾也困觉了，明朝准备去寻房子！
可是我受不了咱们每天的吵架,但是无受伐了阿拉每天吵相骂
哥哥好久没联系了 你还好吗 上班吗,哥哥好久没联系了，侬还好吗，上班吗？
说句话好不好 什么时候接完,讲句闲话好伐好？啥辰光接完
我那么信任你！,吾交关呃信任弄！
老公买包纸回来,老公买包纸回来
你会怎么样,弄会呃哪能
好得我得笨老婆 我爱你！早点睡吧！,好呃吾得笨老婆吾爱侬！早点困伐！
你不管 不许给我打电话,侬伐要管 伐准打电话拨吾
好好照顾身体少抽烟刘少辉干机械的,好好照顾身体少抽烟，刘少辉干机油
我本来担心你不告诉我还等你没考虑多。,吾本来担心侬伐告诉吾还等侬没考虑多。
都要相信我知道么？,侪要相信吾晓得伐？
什么感觉啊,啥感觉啊
能用多少钱啊，不是早就做计划了么？,好用多少钞票呀，伐是老早就做计划了么？
你说你能找到吗,侬讲侬好寻得到伐
你说指的是，今天我第一次发的信息吗？,侬讲只要是今朝吾第一趟发短信息吗？
面对宿舍的右边，背对宿舍左面！,面对寝室呃右边，背对寝室呃左面！
你看我们十点才上班下午六点就下班。,侬看阿拉上半日十点钟侪上班下半日六点钟就下班。
一会先送你，好好玩会吧,呃一歇先送侬，好好孛相
老婆，明天走时东西都带上千万别忘了！,老婆，明朝跑呃辰光物事侪带好千万伐要忘记特！
我不管 反正就得起来！,吾伐管 反正就是要起来！
也不知道回个电话，我等你一小时。,也伐晓得回个电话，吾等侬一个钟头了。
哦，小微相和你聊下,哦，小微想跟侬聊天
以后不管干什么都要想清楚了做决定！,下趟伐管做啥侪要想清楚再做决定！
回来了！在家和静,回来了！辣屋里向特静
好，我睡了，晚安。,好，吾困觉了，晚安。
我的心可都在你身上呢！,吾呃心侪辣海侬身哴上！
我到了收拾一下自己先躺了,吾到了收作一下自家先躺下来了
难怪你会想着玩人,难怪侬会的孛相拧
好的宝贝放心！,好呃宝贝放心！
早点休息啊,早点休息啊
呵 那是喜欢吗？,呵 搿是欢喜吗？
什么我和谁我有干对不起你的事！,啥么吾帮撒拧有做对伐起侬呃事体！
真真假假猜死你！,真真假假猜死侬！
狼哥 这么晚了咋还不休息,狼哥，介晚了哪能还伐休息
唉呀 那好嘛 回来在欺负你 晚安宝贝,唉呀 乃好嘛 回来再欺负侬明朝会宝贝
恩好的 那明天在联系 晚安,恩好呃葛末明朝再联系困了
想想好玩 说一句话就昏过去了,想想好孛相讲一句闲话就昏过去了
我能回来的话 我们再也不分开了！,吾能回来呃闲话 阿拉再也伐分开了！
不过没事还可以玩好了我睡觉了,伐过没事体呃还可以孛相好了吾困觉了
我给你打吧？打哪个,吾打拨侬伐，打阿里只？
我们俩的一年怎么能比上八年呢？,阿拉俩家头一年呃辰光哪能好比的上八年呢？
放心四个人一个房间,放心四个人一只房间
我已经问你在哪儿！,吾已经问侬辣撒地方！
愁 就一个游戏儿以 玩嘛！,愁，就是一个游戏而已嘛！孛相相呀！
谢谢你，好姐姐。么么,谢谢侬，好姐姐。么么
咋不接电话？找你有事,哪能伐接电话？寻侬有事体
看上别人了吗,看中人家啦
我就在门口，没电了我接不了。,吾辣海门口，没电了吾接伐了。
我那个地方对不起你了,吾埃有呃地方对伐起侬了
嗯 好吧 老公 那你现在在干嘛,嗯，好吧，老公，葛末侬现在勒组撒
没有你睡觉了没有呀！,没侬困觉了没！
我每天在那上班都已经够健身了吧,吾每天侪勒埃面上班已经够健身了伐
红亲爱地下班没有我想你不知你想我,红亲爱的下班了伐吾想侬伐晓得侬晓得伐
莪也一样呢,吾啊一样
没出去吗 等着嫁人,没出去吗 等辣嫁拧啊
这个老天没听到不算,搿呃老天没听到伐算
你不要等我！等我干什么！,侬伐等吾等吾组撒
你怎么不给孩子在一起,侬哪能伐帮小囡等辣一道呀
你们啥时候期末考试,那啥辰光期末考试
目前只能等通知书了。,目前只好等通知书了。
你这月工资发了多少钱,侬这饿月呃工资发了多少钞票
废话啦 感情经不起折腾！,废闲话 感情经得起折腾啊！
